Chainage,Alligator crack(%),Longitudinal crack(%),Transverse crack(%),Cracking(%),Cracking severity,Good,Fair,Poor,Potholes(%),Potholes severity,Good,Fair,Poor,Rutting(%),Shoving(%),Shoving severity,Patch work(%),Patch work severity,Good,Fair,Poor,%High Severity Bleeding,%Mid Severity Bleeding,%Low Severity Bleeding,Bleeding(%),Bleeding severity,Good,Fair,Poor,%High severity Raveling,%Medium severity Raveling,%Low severity Raveling,Raveling(%),Raveling severity,Good,Fair,Poor,Depression(%),Depression severity,Good,Fair,Poor,Edge crack(%),Edge crack severity,Good,Fair,Poor,Latitude,Longitude,Image Path
14+722,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.152114,0.15988,0.160027,0.472021,Good,1,0,0,0.093756,0.052527,0.052071,0.198354,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14252,77.06846,
14+732,0,0,0,0,N/A,0,0,0,0.079483,Good,1,0,0,0,7.229857,Fair,1.51978,Fair,0,1,0,0.162492,0.174211,0.174211,0.510914,Good,1,0,0,0.098135,0.061763,0.057788,0.217686,Good,1,0,0,0.260456,Good,1,0,0,0,N/A,0,0,0,28.14261,77.06847,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2003_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2006_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2013_Potholes.jpg
14+742,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.190164,0.195928,0.196078,0.58217,Good,1,0,0,0.097494,0.064122,0.06443,0.226046,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1427,77.06848,
14+752,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.776702,Good,0.330734,Good,1,0,0,0.209543,0.210279,0.210427,0.630249,Good,1,0,0,0.111309,0.069029,0.072865,0.253203,Good,1,0,0,0.27572,Good,1,0,0,0,N/A,0,0,0,28.14279,77.0685,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2056_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2056_Shoving.jpg
14+762,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,4.623761,Good,0,N/A,0,0,0,0.218077,0.21897,0.219117,0.656164,Good,1,0,0,0.127811,0.081322,0.076652,0.285785,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14288,77.06851,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2086_Shoving.jpg
14+772,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.300792,Good,0,N/A,0,0,0,0.202934,0.203685,0.203685,0.610304,Good,1,0,0,0.102889,0.069777,0.06903,0.241696,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14297,77.06853,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2128_Shoving.jpg
14+782,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.187809,0.188554,0.188554,0.564917,Good,1,0,0,0.102087,0.062488,0.065153,0.229728,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14306,77.06854,
14+792,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.183522,0.188394,0.188247,0.560163,Good,1,0,0,0.109895,0.068559,0.07164,0.250094,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14314,77.06854,
14+802,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.585576,Good,0,N/A,0,0,0,0.166414,0.182028,0.182177,0.530619,Good,1,0,0,0.095333,0.060599,0.061064,0.216996,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14324,77.06855,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2200_Shoving.jpg
14+812,0.114113,0,0,0.114113,Good,1,0,0,0,N/A,0,0,0,0,4.218101,Good,0.036205,Good,1,0,0,0.141252,0.166743,0.166892,0.474887,Good,1,0,0,0.078882,0.057247,0.063312,0.199441,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14333,77.06856,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2230_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2231_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2235_Alligator_crack.jpg
14+822,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.162662,0.174539,0.174687,0.511888,Good,1,0,0,0.07374,0.053579,0.062039,0.189358,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14341,77.06857,
14+832,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,13.88596,Poor,0,N/A,0,0,0,0.163779,0.166569,0.166422,0.49677,Good,1,0,0,0.085015,0.054044,0.053013,0.192072,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14351,77.06858,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2286_Shoving.jpg
14+842,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.165375,0.167153,0.167596,0.500124,Good,1,0,0,0.086547,0.059163,0.054879,0.200589,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1436,77.06859,
14+852,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,14.55474,Poor,0,N/A,0,0,0,0.151199,0.167626,0.167771,0.486596,Good,1,0,0,0.095707,0.056763,0.058085,0.210555,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14369,77.0686,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2317_Shoving.jpg
14+862,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.135756,0.159915,0.160062,0.455733,Good,1,0,0,0.073773,0.047858,0.054149,0.17578,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14378,77.06861,
14+872,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,15.29269,Poor,0,N/A,0,0,0,0.148375,0.158661,0.158812,0.465848,Good,1,0,0,0.083321,0.052812,0.053844,0.189977,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14386,77.06862,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2366_Shoving.jpg
14+882,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.020814,Good,1,0,0,0.149812,0.160687,0.16084,0.471339,Good,1,0,0,0.09253,0.04407,0.048125,0.184725,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14395,77.06863,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2386_Patch_work.jpg
14+892,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,14.73471,Poor,0,N/A,0,0,0,0.137086,0.152782,0.152487,0.442355,Good,1,0,0,0.074159,0.039153,0.045796,0.159108,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14405,77.06864,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2405_Shoving.jpg
14+902,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,14.6229,Poor,0,N/A,0,0,0,0.13796,0.144513,0.145553,0.428026,Good,1,0,0,0.057123,0.036272,0.042471,0.135866,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14414,77.06865,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2435_Shoving.jpg
14+912,0,0,0,0,N/A,0,0,0,0.091376,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.124378,0.152997,0.152851,0.430226,Good,1,0,0,0.065868,0.048725,0.049763,0.164356,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14422,77.06866,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2448_Potholes.jpg
14+922,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,15.2689,Poor,0,N/A,0,0,0,0.113109,0.142764,0.144396,0.400269,Good,1,0,0,0.072075,0.049019,0.048416,0.16951,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14431,77.06867,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2465_Shoving.jpg
14+932,0,0,0,0,N/A,0,0,0,0.11147,Fair,0,1,0,0,12.10882,Poor,0,N/A,0,0,0,0.089167,0.145457,0.145603,0.380227,Good,1,0,0,0.07042,0.042795,0.050368,0.163583,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1444,77.06868,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2492_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2497_Shoving.jpg
14+942,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.094108,0.133516,0.137811,0.365435,Good,1,0,0,0.065507,0.0422,0.04589,0.153597,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14449,77.06869,
14+952,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.117474,0.144163,0.144907,0.406544,Good,1,0,0,0.079837,0.051824,0.052529,0.18419,Good,1,0,0,0.690332,Good,1,0,0,0,N/A,0,0,0,28.14458,77.0687,
14+962,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,17.05682,Poor,0,N/A,0,0,0,0.101415,0.136414,0.138794,0.376623,Good,1,0,0,0.078511,0.051869,0.052764,0.183144,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14467,77.06871,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2541_Shoving.jpg
14+972,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,4.881245,Good,0,N/A,0,0,0,0.111289,0.144791,0.144931,0.401011,Good,1,0,0,0.065201,0.048543,0.049149,0.162893,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14476,77.06872,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2573_Shoving.jpg
14+982,0,0,0,0,N/A,0,0,0,0.018984,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.101031,0.138181,0.138181,0.377393,Good,1,0,0,0.049446,0.042729,0.040806,0.132981,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14485,77.06873,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2594_Potholes.jpg
14+992,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,2.175109,Good,0,N/A,0,0,0,0.087085,0.13722,0.137667,0.361972,Good,1,0,0,0.070201,0.045997,0.044531,0.160729,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14494,77.06873,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2603_Shoving.jpg
15+002,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,6.221791,Fair,0.150006,Good,1,0,0,0.109682,0.144443,0.145631,0.399756,Good,1,0,0,0.066834,0.04317,0.049377,0.159381,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14503,77.06874,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2627_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2633_Shoving.jpg
15+012,0,0,0,0,N/A,0,0,0,0.016637,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.093372,0.138407,0.138407,0.370186,Good,1,0,0,0.063491,0.043595,0.042402,0.149488,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14512,77.06875,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2648_Potholes.jpg
15+022,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,4.379782,Good,0.476804,Good,1,0,0,0.094128,0.128658,0.137673,0.360459,Good,1,0,0,0.062029,0.031928,0.036528,0.130485,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14521,77.06876,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2663_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2666_Patch_work.jpg
15+032,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.12419,0.13778,0.137633,0.399603,Good,1,0,0,0.077765,0.039935,0.036804,0.154504,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1453,77.06877,
15+042,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,4.944899,Good,0,N/A,0,0,0,0.087434,0.137333,0.137482,0.362249,Good,1,0,0,0.079625,0.033359,0.034106,0.14709,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14539,77.06878,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2703_Shoving.jpg
15+052,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.260185,Good,1,0,0,0.127748,0.137904,0.137907,0.403559,Good,1,0,0,0.077496,0.036793,0.034572,0.148861,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14548,77.06879,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2726_Patch_work.jpg
15+062,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,2.558336,Good,0,N/A,0,0,0,0.13711,0.138005,0.137861,0.412976,Good,1,0,0,0.077885,0.043627,0.038461,0.159973,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14557,77.0688,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2736_Shoving.jpg
15+072,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,10.59609,Poor,0,N/A,0,0,0,0.13774,0.137595,0.137595,0.41293,Good,1,0,0,0.075898,0.04626,0.038,0.160158,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14566,77.06881,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2766_Shoving.jpg
15+082,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.130656,0.130656,0.130656,0.391968,Good,1,0,0,0.057335,0.04048,0.033348,0.131163,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14575,77.06882,
15+092,0,0,0,0,N/A,0,0,0,0.538092,Fair,0,1,0,0,3.026004,Good,3.463521,Fair,0,1,0,0.138221,0.138221,0.138221,0.414663,Good,1,0,0,0.075586,0.031175,0.034276,0.141037,Good,1,0,0,1.453751,Fair,0,1,0,0,N/A,0,0,0,28.14584,77.06882,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2790_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2796_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2799_Potholes.jpg
15+102,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.138251,0.138251,0.138251,0.414753,Good,1,0,0,0.050324,0.032072,0.032979,0.115375,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14593,77.06883,
15+112,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,6.89792,Fair,0,N/A,0,0,0,0.130524,0.130524,0.130524,0.391572,Good,1,0,0,0.05037,0.027805,0.029889,0.108064,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14602,77.06885,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2827_Shoving.jpg
15+122,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,7.576995,Fair,0,N/A,0,0,0,0.130693,0.130547,0.130692,0.391932,Good,1,0,0,0.077075,0.033471,0.034064,0.14461,Good,1,0,0,1.354743,Fair,0,1,0,0,N/A,0,0,0,28.14611,77.06886,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2857_Shoving.jpg
15+132,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.13072,0.13072,0.13072,0.39216,Good,1,0,0,0.07556,0.040731,0.041207,0.157498,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1462,77.06887,
15+142,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,2.914072,Good,0,N/A,0,0,0,0.137992,0.138291,0.137992,0.414275,Good,1,0,0,0.102097,0.043423,0.043855,0.189375,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14629,77.06888,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2887_Shoving.jpg
15+152,0.491503,0,0,0.491503,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.131144,0.130999,0.131144,0.393287,Good,1,0,0,0.089076,0.042554,0.040447,0.172077,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14638,77.06889,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2900_Alligator_crack.jpg
15+162,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,3.608786,Good,0,N/A,0,0,0,0.130972,0.130972,0.131124,0.393068,Good,1,0,0,0.093724,0.042942,0.03922,0.175886,Good,1,0,0,1.488769,Fair,0,1,0,0,N/A,0,0,0,28.14647,77.0689,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2918_Shoving.jpg
15+172,0.584723,0,0,0.584723,Good,1,0,0,0,N/A,0,0,0,0,4.626828,Good,0,N/A,0,0,0,0.130169,0.130615,0.130463,0.391247,Good,1,0,0,0.097835,0.050972,0.045201,0.194008,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14656,77.06891,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2938_Alligator_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2948_Shoving.jpg
15+182,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.123166,0.123314,0.123166,0.369646,Good,1,0,0,0.093626,0.046738,0.041106,0.18147,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14665,77.06892,
15+192,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,4.099287,Good,0,N/A,0,0,0,0.130758,0.130905,0.130464,0.392127,Good,1,0,0,0.102399,0.054301,0.046894,0.203594,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14674,77.06893,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_2980_Shoving.jpg
15+202,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.128051,0.130532,0.130386,0.388969,Good,1,0,0,0.105428,0.05411,0.051131,0.210669,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14683,77.06895,
15+212,0.615795,0,0,0.615795,Good,1,0,0,0,N/A,0,0,0,0,3.850033,Good,0,N/A,0,0,0,0.120957,0.130866,0.130866,0.382689,Good,1,0,0,0.098437,0.052067,0.048074,0.198578,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14692,77.06896,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3014_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3018_Alligator_crack.jpg
15+222,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.106629,0.130348,0.130786,0.367763,Good,1,0,0,0.097062,0.059673,0.057769,0.214504,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14701,77.06897,
15+232,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,5.38196,Fair,0,N/A,0,0,0,0.124139,0.129797,0.130982,0.384918,Good,1,0,0,0.091907,0.053976,0.050868,0.196751,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1471,77.06898,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3044_Shoving.jpg
15+242,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,11.56416,Poor,0,N/A,0,0,0,0.12668,0.129486,0.130381,0.386547,Good,1,0,0,0.09594,0.054775,0.045672,0.196387,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14719,77.069,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3075_Shoving.jpg
15+252,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.106379,0.130037,0.130035,0.366451,Good,1,0,0,0.06989,0.045736,0.044207,0.159833,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14728,77.06901,
15+262,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,3.796956,Good,0,N/A,0,0,0,0.110885,0.123742,0.12404,0.358667,Good,1,0,0,0.068772,0.039748,0.034844,0.143364,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14737,77.06902,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3106_Shoving.jpg
15+272,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.111031,0.130347,0.131101,0.372479,Good,1,0,0,0.066067,0.043869,0.041905,0.151841,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14745,77.06903,
15+282,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,5.881274,Fair,0,N/A,0,0,0,0.111271,0.1296,0.130946,0.371817,Good,1,0,0,0.100545,0.051143,0.048933,0.200621,Good,1,0,0,0.438114,Good,1,0,0,0,N/A,0,0,0,28.14754,77.06904,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3138_Shoving.jpg
15+292,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.109088,0.131007,0.131449,0.371544,Good,1,0,0,0.080369,0.046422,0.045252,0.172043,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14763,77.06905,
15+302,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,6.511756,Fair,0,N/A,0,0,0,0.121784,0.130233,0.130531,0.382548,Good,1,0,0,0.08913,0.052538,0.046453,0.188121,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14772,77.06906,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3168_Shoving.jpg
15+312,0.41523,0,0,0.41523,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,3.220268,Fair,0,1,0,0.120209,0.124083,0.124083,0.368375,Good,1,0,0,0.089662,0.047056,0.045735,0.182453,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14782,77.06907,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3193_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3200_Alligator_crack.jpg
15+322,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,2.894132,Good,0,N/A,0,0,0,0.126312,0.129998,0.130145,0.386455,Good,1,0,0,0.073751,0.042555,0.044802,0.161108,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1479,77.06908,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3202_Shoving.jpg
15+332,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,14.82198,Poor,0,N/A,0,0,0,0.128215,0.130884,0.13148,0.390579,Good,1,0,0,0.089758,0.051084,0.050177,0.191019,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14799,77.06909,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3232_Shoving.jpg
15+342,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.218032,Good,1,0,0,0.118062,0.123523,0.123523,0.365108,Good,1,0,0,0.072465,0.046141,0.043909,0.162515,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14808,77.0691,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3254_Patch_work.jpg
15+352,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,4.681154,Good,0,N/A,0,0,0,0.108094,0.130605,0.130754,0.369453,Good,1,0,0,0.08135,0.043241,0.043988,0.168579,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14817,77.06911,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3262_Shoving.jpg
15+362,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.125057,0.130226,0.130226,0.385509,Good,1,0,0,0.076453,0.043134,0.044303,0.16389,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14826,77.06912,
15+372,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,14.05912,Poor,0.026767,Good,1,0,0,0.11487,0.123586,0.123586,0.362042,Good,1,0,0,0.071125,0.046247,0.049046,0.166418,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14835,77.06913,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3292_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3293_Patch_work.jpg
15+382,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,5.535218,Fair,0,N/A,0,0,0,0.124832,0.130754,0.130607,0.386193,Good,1,0,0,0.083764,0.051669,0.045609,0.181042,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14844,77.06914,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_3324_Shoving.jpg
