Chainage,Alligator crack(%),Longitudinal crack(%),Transverse crack(%),Cracking(%),Cracking severity,Good,Fair,Poor,Potholes(%),Potholes severity,Good,Fair,Poor,Rutting(%),Shoving(%),Shoving severity,Patch work(%),Patch work severity,Good,Fair,Poor,%High Severity Bleeding,%Mid Severity Bleeding,%Low Severity Bleeding,Bleeding(%),Bleeding severity,Good,Fair,Poor,%High severity Raveling,%Medium severity Raveling,%Low severity Raveling,Raveling(%),Raveling severity,Good,Fair,Poor,Depression(%),Depression severity,Good,Fair,Poor,Edge crack(%),Edge crack severity,Good,Fair,Poor,Latitude,Longitude,Image Path
18+802,0,0,0,0,N/A,0,0,0,5.037409,Poor,0,0,1,0,5.875554,Fair,2.368189,Fair,0,1,0,1.157744,1.158634,1.158487,3.474865,Fair,0,1,0,0.890828,0.487795,0.542297,1.92092,Fair,0,1,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17904,77.07105,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11066_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11087_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11143_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11174_Potholes.jpg
18+812,0,0,0.143621,0.143621,Good,1,0,0,0.895328,Fair,0,1,0,0,0.863677,Good,0,N/A,0,0,0,0.628879,0.631703,0.631404,1.891986,Fair,0,1,0,0.394966,0.17476,0.21188,0.781606,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17913,77.07108,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11204_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11230_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11235_Shoving.jpg
18+822,0,0.490524,0.172882,0.663406,Good,1,0,0,0.193221,Fair,0,1,0,0,4.441675,Good,0,N/A,0,0,0,0.498951,0.500297,0.499854,1.499102,Fair,0,1,0,0.28518,0.159213,0.153013,0.597406,Good,1,0,0,1.111087,Fair,0,1,0,0,N/A,0,0,0,28.1792,77.07114,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11273_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11291_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11296_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11297_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11307_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11331_Transverse_crack.jpg
18+832,0.175087,1.047359,0.180857,1.403303,Good,1,0,0,0,N/A,0,0,0,0,1.645928,Good,0,N/A,0,0,0,0.381834,0.392638,0.392478,1.16695,Fair,0,1,0,0.199442,0.120125,0.11849,0.438057,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17928,77.07118,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11340_Alligator_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11357_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11365_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11367_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11387_Longitudinal_crack.jpg
18+842,0,0.125422,0.150496,0.275918,Good,1,0,0,0,N/A,0,0,0,0,0.793414,Good,0,N/A,0,0,0,0.348027,0.348911,0.34936,1.046298,Fair,0,1,0,0.183473,0.103107,0.110606,0.397186,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17936,77.07122,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11400_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11413_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11417_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11430_Transverse_crack.jpg
18+852,0,0.13782,0.044093,0.181913,Good,1,0,0,0.103224,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.319583,0.320182,0.319728,0.959493,Good,1,0,0,0.161553,0.103364,0.106574,0.371491,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17945,77.07126,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11447_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11468_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11468_Potholes.jpg
18+862,0,0.21162,0.394008,0.605628,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.2815,0.290865,0.290571,0.862936,Good,1,0,0,0.191555,0.099282,0.102734,0.393571,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17953,77.0713,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11482_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11499_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11512_Longitudinal_crack.jpg
18+872,0,0.219165,0.082996,0.302161,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.263172,0.268791,0.268789,0.800752,Good,1,0,0,0.158974,0.089659,0.075274,0.323907,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17962,77.07134,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11529_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11542_Longitudinal_crack.jpg
18+882,0,0.13308,0.162032,0.295112,Good,1,0,0,0.1196,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.277654,0.283272,0.283425,0.844351,Good,1,0,0,0.128162,0.080098,0.076693,0.284953,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1797,77.07137,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11567_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11573_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11590_Longitudinal_crack.jpg
18+892,0,0.123661,0.488194,0.611855,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.260694,0.269627,0.269626,0.799947,Good,1,0,0,0.106109,0.054513,0.063768,0.22439,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17978,77.07141,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11597_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11620_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11627_Transverse_crack.jpg
18+902,0,0.097848,0.242397,0.340245,Good,1,0,0,0.154706,Fair,0,1,0,0,0.936362,Good,0.235591,Good,1,0,0,0.272743,0.276768,0.276622,0.826133,Good,1,0,0,0.145939,0.056262,0.065353,0.267554,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17987,77.07145,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11641_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11646_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11650_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11652_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11660_Transverse_crack.jpg
18+912,0,0.084719,0.220466,0.305185,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.276423,0.276577,0.276577,0.829577,Good,1,0,0,0.151684,0.061077,0.079324,0.292085,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.17995,77.07149,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11682_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11690_Transverse_crack.jpg
18+922,0,0.200659,0.192974,0.393633,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.268456,0.269055,0.269051,0.806562,Good,1,0,0,0.158413,0.064625,0.075924,0.298962,Good,1,0,0,0.404939,Good,1,0,0,0,N/A,0,0,0,28.18003,77.07153,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11712_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11720_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11744_Longitudinal_crack.jpg
18+932,0,0.154799,0.175297,0.330096,Good,1,0,0,0.130945,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.261186,0.261788,0.261793,0.784767,Good,1,0,0,0.12151,0.065741,0.073248,0.260499,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18012,77.07156,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11757_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11761_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11776_Longitudinal_crack.jpg
18+942,0,0.160876,0.141882,0.302758,Good,1,0,0,0.042798,Good,1,0,0,0,0.88356,Good,0,N/A,0,0,0,0.26855,0.26885,0.268999,0.806399,Good,1,0,0,0.106386,0.066842,0.07711,0.250338,Good,1,0,0,0.656781,Good,1,0,0,0,N/A,0,0,0,28.1802,77.0716,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11787_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11806_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11806_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11809_Longitudinal_crack.jpg
18+952,0,0.093777,0.033939,0.127716,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.259336,0.260372,0.260372,0.78008,Good,1,0,0,0.13166,0.075571,0.08293,0.290161,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18028,77.07163,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11838_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11839_Longitudinal_crack.jpg
18+962,0,0.102509,0.123316,0.225825,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.258036,0.262641,0.262498,0.783175,Good,1,0,0,0.124614,0.078194,0.085995,0.288803,Good,1,0,0,0.046383,Good,1,0,0,0,N/A,0,0,0,28.18037,77.07167,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11871_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11872_Longitudinal_crack.jpg
18+972,0,0.201214,0.178251,0.379465,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0.127772,Good,1,0,0,0.246396,0.254887,0.254879,0.756162,Good,1,0,0,0.123781,0.076331,0.084571,0.284683,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18046,77.0717,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11902_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11904_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11906_Patch_work.jpg
18+982,0,0.228047,0,0.228047,Good,1,0,0,0,N/A,0,0,0,0,0.869094,Good,0,N/A,0,0,0,0.238251,0.246392,0.246839,0.731482,Good,1,0,0,0.115974,0.076694,0.070766,0.263434,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18054,77.07174,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11936_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_11944_Shoving.jpg
18+992,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.225491,0.231992,0.231996,0.689479,Good,1,0,0,0.11154,0.062677,0.058104,0.232321,Good,1,0,0,0.30851,Good,1,0,0,0,N/A,0,0,0,28.18062,77.07178,
19+002,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.217647,0.217647,0.217652,0.652946,Good,1,0,0,0.067109,0.034894,0.046312,0.148315,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18071,77.07181,
19+012,0,0,0,0,N/A,0,0,0,0.100168,Fair,0,1,0,0,0.9253,Good,0.168588,Good,1,0,0,0.210746,0.210746,0.210896,0.632388,Good,1,0,0,0.070487,0.037177,0.048065,0.155729,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1808,77.07185,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12024_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12025_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12029_Shoving.jpg
19+022,0,0,0,0,N/A,0,0,0,0.044034,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.203594,0.203886,0.203742,0.611222,Good,1,0,0,0.097103,0.051197,0.052717,0.201017,Good,1,0,0,0.013195,Good,1,0,0,0,N/A,0,0,0,28.18088,77.07188,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12073_Potholes.jpg
19+032,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.196037,0.195888,0.196334,0.588259,Good,1,0,0,0.072995,0.048897,0.053775,0.175667,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18096,77.07192,
19+042,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.178102,0.181932,0.181635,0.541669,Good,1,0,0,0.065277,0.034413,0.045244,0.144934,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18105,77.07195,
19+052,0,0,0,0,N/A,0,0,0,0.037701,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.163609,0.173308,0.173751,0.510668,Good,1,0,0,0.061492,0.03132,0.04118,0.133992,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18113,77.07198,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12138_Potholes.jpg
19+062,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.033888,Good,1,0,0,0.125215,0.166831,0.167126,0.459172,Good,1,0,0,0.05206,0.028002,0.040125,0.120187,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18122,77.07201,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12173_Patch_work.jpg
19+072,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.125855,0.159644,0.159794,0.445293,Good,1,0,0,0.048716,0.032005,0.048112,0.128833,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1813,77.07204,
19+082,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.140392,0.159433,0.159731,0.459556,Good,1,0,0,0.054564,0.035263,0.044986,0.134813,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18139,77.07207,
19+092,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.148989,0.159167,0.159312,0.467468,Good,1,0,0,0.057999,0.031025,0.04165,0.130674,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18148,77.0721,
19+102,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.148959,0.152515,0.152664,0.454138,Good,1,0,0,0.05786,0.03145,0.0406,0.12991,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18157,77.07212,
19+112,0,0,0,0,N/A,0,0,0,0.068505,Good,1,0,0,0,0,N/A,0.285708,Good,1,0,0,0.138657,0.159672,0.159818,0.458147,Good,1,0,0,0.07171,0.041592,0.046234,0.159536,Good,1,0,0,0.019074,Good,1,0,0,0,N/A,0,0,0,28.18165,77.07215,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12266_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12274_Patch_work.jpg
19+122,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.154195,0.159525,0.159965,0.473685,Good,1,0,0,0.060661,0.032995,0.044529,0.138185,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18174,77.07217,
19+132,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.171991,Good,1,0,0,0.127059,0.153114,0.15297,0.433143,Good,1,0,0,0.046248,0.031915,0.04069,0.118853,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18183,77.07219,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12311_Patch_work.jpg
19+142,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.151089,0.152267,0.152272,0.455628,Good,1,0,0,0.051377,0.034126,0.038722,0.124225,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18192,77.07221,
19+152,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,1.822823,Good,0,N/A,0,0,0,0.144893,0.145036,0.144888,0.434817,Good,1,0,0,0.064971,0.038257,0.042394,0.145622,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18201,77.07223,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12356_Shoving.jpg
19+162,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.138767,Good,1,0,0,0.150488,0.152536,0.152684,0.455708,Good,1,0,0,0.072976,0.038987,0.044637,0.1566,Good,1,0,0,0,N/A,0,0,0,1.406532,Fair,0,1,0,28.1821,77.07224,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12374_Patch_work.jpg
19+172,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.144713,0.145317,0.145468,0.435498,Good,1,0,0,0.054243,0.029007,0.035134,0.118384,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18219,77.07226,
19+182,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.141997,0.145557,0.145406,0.43296,Good,1,0,0,0.053085,0.027407,0.03498,0.115472,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18228,77.07227,
19+192,0,0,0,0,N/A,0,0,0,0.055676,Good,1,0,0,0,0.812114,Good,0.207775,Good,1,0,0,0.123618,0.13779,0.137494,0.398902,Good,1,0,0,0.060542,0.030079,0.034265,0.124886,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18237,77.07229,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12436_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12441_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12450_Shoving.jpg
19+202,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.131355,0.137382,0.137973,0.40671,Good,1,0,0,0.048523,0.02729,0.034971,0.110784,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18245,77.0723,
19+212,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.124787,0.137652,0.137357,0.399796,Good,1,0,0,0.051064,0.031834,0.033929,0.116827,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18254,77.07232,
19+222,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.113667,0.137694,0.137694,0.389055,Good,1,0,0,0.056191,0.034188,0.036558,0.126937,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18263,77.07233,
19+232,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.110886,0.138103,0.137956,0.386945,Good,1,0,0,0.046686,0.031117,0.038523,0.116326,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18272,77.07235,
19+242,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.098275,0.137479,0.137478,0.373232,Good,1,0,0,0.052967,0.036126,0.044995,0.134088,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18281,77.07236,
19+252,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.102382,0.13736,0.137509,0.377251,Good,1,0,0,0.056953,0.036153,0.042489,0.135595,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1829,77.07237,
19+262,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.31399,Good,0.255906,Good,1,0,0,0.122352,0.130577,0.130285,0.383214,Good,1,0,0,0.049883,0.035029,0.041204,0.126116,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18299,77.07238,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12570_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12577_Patch_work.jpg
19+272,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.13455,0.137976,0.138122,0.410648,Good,1,0,0,0.043893,0.025905,0.034384,0.104182,Good,1,0,0,0.060754,Good,1,0,0,0,N/A,0,0,0,28.18308,77.0724,
19+282,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.09849,0.130414,0.130412,0.359316,Good,1,0,0,0.048883,0.026889,0.030442,0.106214,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18317,77.07241,
19+292,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.568293,Good,0,N/A,0,0,0,0.131628,0.138145,0.138148,0.407921,Good,1,0,0,0.053922,0.022117,0.031721,0.10776,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18326,77.07242,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12634_Shoving.jpg
19+302,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.130241,0.131418,0.131124,0.392783,Good,1,0,0,0.036391,0.021258,0.032416,0.090065,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18335,77.07244,
19+312,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.38713,Good,0.161099,Good,1,0,0,0.131239,0.131532,0.131535,0.394306,Good,1,0,0,0.049865,0.020106,0.030218,0.100189,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18344,77.07245,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12666_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12670_Patch_work.jpg
19+322,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.137714,0.138458,0.138604,0.414776,Good,1,0,0,0.033371,0.023903,0.02957,0.086844,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18353,77.07246,
19+332,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,1.184116,Good,0,N/A,0,0,0,0.130652,0.131395,0.131547,0.393594,Good,1,0,0,0.036633,0.019935,0.030251,0.086819,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.18362,77.07248,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12708_Shoving.jpg
19+342,0,0,0.12553,0.12553,Good,1,0,0,0.087085,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.137465,0.138667,0.138667,0.414799,Good,1,0,0,0.04168,0.028902,0.036291,0.106873,Good,1,0,0,1.401935,Fair,0,1,0,0,N/A,0,0,0,28.18371,77.07249,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12718_Transverse_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12724_Potholes.jpg
19+352,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.794705,Good,0,N/A,0,0,0,0.130166,0.129873,0.13002,0.390059,Good,1,0,0,0.053001,0.029609,0.031965,0.114575,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1838,77.07251,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/E-S/Output_Image_Folder/Frame_12748_Shoving.jpg
