Chainage,Alligator crack(%),Longitudinal crack(%),Transverse crack(%),Cracking(%),Cracking severity,Good,Fair,Poor,Potholes(%),Potholes severity,Good,Fair,Poor,Rutting(%),Shoving(%),Shoving severity,Patch work(%),Patch work severity,Good,Fair,Poor,%High Severity Bleeding,%Mid Severity Bleeding,%Low Severity Bleeding,Bleeding(%),Bleeding severity,Good,Fair,Poor,%High severity Raveling,%Medium severity Raveling,%Low severity Raveling,Raveling(%),Raveling severity,Good,Fair,Poor,Depression(%),Depression severity,Good,Fair,Poor,Edge crack(%),Edge crack severity,Good,Fair,Poor,Latitude,Longitude,Image Path
2+330,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.422984,Good,0,N/A,0,0,0,0.174529,0.168845,0.154706,0.49808,Good,1,0,0,0.012409,0.007691,0.0122689,0.0323689,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16939,77.07123,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8708_Shoving.jpg
2+340,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.167226,0.169404,0.112703,0.449333,Good,1,0,0,0.019931,0.009079,0.0086168,0.0376268,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1693,77.07122,
2+350,0,0.169813,0,0.169813,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0.084699,Good,1,0,0,0.144059,0.140296,0.10549,0.389845,Good,1,0,0,0.009065,0.006076,0.0068447,0.0219857,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16921,77.07122,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8741_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8742_Longitudinal_crack.jpg
2+360,0,0.032626,0,0.032626,Good,1,0,0,0,N/A,0,0,0,0,0.488528,Good,0.065252,Good,1,0,0,0.126151,0.124407,0.154812,0.40537,Good,1,0,0,0.023662,0.007563,0.00918,0.040405,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16912,77.07121,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8775_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8775_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8784_Shoving.jpg
2+370,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.101957,0.123117,0.122257,0.347331,Good,1,0,0,0.009107,0.006917,0.0088493,0.0248733,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16903,77.0712,
2+380,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.062307,0.105326,0.10124,0.268873,Good,1,0,0,0.004025,0.005648,0.0071282,0.0168012,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16894,77.07119,
2+390,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.071593,0.141242,0.124328,0.337163,Good,1,0,0,0.017401,0.00461,0.0044637,0.0264747,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16885,77.07118,
2+400,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,2.695269,Good,0,N/A,0,0,0,0.068254,0.124174,0.134482,0.32691,Good,1,0,0,0.010512,0.004144,0.0088873,0.0235433,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16876,77.07117,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8870_Shoving.jpg
2+410,0,0.118659,0,0.118659,Good,1,0,0,0.150276,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.05953,0.101667,0.157742,0.318939,Good,1,0,0,0.005928,0.00581,0.0086171,0.0203551,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16867,77.07116,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8881_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8888_Longitudinal_crack.jpg
2+420,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,1.292916,Good,0,N/A,0,0,0,0.091318,0.107774,0.145502,0.344594,Good,1,0,0,0.010951,0.004297,0.0115578,0.0268058,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16858,77.07115,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8917_Shoving.jpg
2+430,0,0,0,0,N/A,0,0,0,0.209532,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.137326,0.151759,0.157845,0.44693,Good,1,0,0,0.007754,0.006964,0.0103726,0.0250906,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16849,77.07114,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_8948_Potholes.jpg
2+440,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.106624,0.128967,0.119438,0.355029,Good,1,0,0,0.002827,0.002529,0.0069851,0.0123411,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1684,77.07113,
2+450,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.041521,0.149487,0.133374,0.324382,Good,1,0,0,0.002957,0.002209,0.0058995,0.0110655,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16831,77.07112,
2+460,0,0,0,0,N/A,0,0,0,0.188777,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.032596,0.14626,0.130566,0.309422,Good,1,0,0,0.002813,0.003117,0.0065387,0.0124687,Good,1,0,0,0.094825,Good,1,0,0,0,N/A,0,0,0,28.16822,77.07111,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9011_Potholes.jpg
2+470,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.681806,Good,0,N/A,0,0,0,0.069413,0.145926,0.119414,0.334753,Good,1,0,0,0.004182,0.007122,0.010102,0.021406,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16813,77.0711,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9027_Shoving.jpg
2+480,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.098736,0.129602,0.11324,0.341578,Good,1,0,0,0.004183,0.004628,0.0085051,0.0173161,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16804,77.07109,
2+490,0,0,0,0,N/A,0,0,0,0.252491,Fair,0,1,0,0,0.414686,Good,0,N/A,0,0,0,0.055359,0.149331,0.115743,0.320433,Good,1,0,0,0.004415,0.003854,0.0091715,0.0174405,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16795,77.07108,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9068_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9073_Shoving.jpg
2+500,0,0.20627,0,0.20627,Good,1,0,0,0,N/A,0,0,0,0,0.106994,Good,0,N/A,0,0,0,0.084442,0.108245,0.106861,0.299548,Good,1,0,0,0.001781,0.00503,0.0087447,0.0155557,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16786,77.07108,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9089_Longitudinal_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9103_Shoving.jpg
2+510,0,0,0,0,N/A,0,0,0,0.007933,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.067293,0.115366,0.099308,0.281967,Good,1,0,0,0.00251,0.003108,0.007104,0.012722,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16777,77.07107,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9128_Potholes.jpg
2+520,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.289617,Good,0,N/A,0,0,0,0.067781,0.141856,0.101145,0.310782,Good,1,0,0,0.002821,0.002827,0.0071461,0.0127941,Good,1,0,0,0.856028,Good,1,0,0,0,N/A,0,0,0,28.16768,77.07106,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9145_Shoving.jpg
2+530,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.253385,Good,1,0,0,0.086414,0.132687,0.110277,0.329378,Good,1,0,0,0.003416,0.002224,0.0060585,0.0116985,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16759,77.07106,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9159_Patch_work.jpg
2+540,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.755333,Good,0,N/A,0,0,0,0.118274,0.125431,0.126692,0.370397,Good,1,0,0,0.003575,0.003274,0.0075786,0.0144276,Good,1,0,0,0.576652,Good,1,0,0,0,N/A,0,0,0,28.1675,77.07105,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9179_Shoving.jpg
2+550,0,0,0,0,N/A,0,0,0,0.008439,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.108411,0.122014,0.108221,0.338646,Good,1,0,0,0.005192,0.003562,0.0078737,0.0166277,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16741,77.07105,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9204_Potholes.jpg
2+560,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.624181,Good,0,N/A,0,0,0,0.068277,0.1406,0.115379,0.324256,Good,1,0,0,0.00341,0.00415,0.0085902,0.0161502,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16732,77.07104,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9229_Shoving.jpg
2+570,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.084226,0.14991,0.125216,0.359352,Good,1,0,0,0.004591,0.004165,0.0075825,0.0163385,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16723,77.07104,
2+580,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.110889,0.146006,0.109522,0.366417,Good,1,0,0,0.002964,0.004759,0.0100827,0.0178057,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16714,77.07103,
2+590,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.118823,0.148311,0.12313,0.390264,Good,1,0,0,0.003559,0.005022,0.009465,0.018046,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16705,77.07102,
2+600,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.173424,Good,1,0,0,0.108169,0.12191,0.113286,0.343365,Good,1,0,0,0.005343,0.004166,0.0074178,0.0169268,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16696,77.07101,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9304_Patch_work.jpg
2+610,0.536017,0,0.069732,0.605749,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.087898,0.135089,0.095801,0.318788,Good,1,0,0,0.009605,0.004885,0.007269,0.021759,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16687,77.07099,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9328_Alligator_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9339_Transverse_crack.jpg
2+620,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.190633,Good,0.396955,Good,1,0,0,0.091441,0.139467,0.121867,0.352775,Good,1,0,0,0.005774,0.004862,0.0081234,0.0187594,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16678,77.07098,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9344_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9357_Shoving.jpg
2+630,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.134272,0.138689,0.021195,0.294156,Good,1,0,0,0.007706,0.004732,0.0094847,0.0219227,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16669,77.07097,
2+640,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.115018,0.135426,0.063467,0.313911,Good,1,0,0,0.00844,0.005176,0.0102096,0.0238256,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1666,77.07096,
2+650,0,0,0,0,N/A,0,0,0,0.091988,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.040124,0.115374,0.136467,0.291965,Good,1,0,0,0.004898,0.004452,0.0078612,0.0172112,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16651,77.07095,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9409_Potholes.jpg
2+660,0,0,0,0,N/A,0,0,0,0.004732,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.036697,0.120517,0.114102,0.271316,Good,1,0,0,0.007262,0.004917,0.0068297,0.0190087,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16642,77.07094,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9440_Potholes.jpg
2+670,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,1.42712,Good,0,N/A,0,0,0,0.043178,0.087111,0.075707,0.205996,Good,1,0,0,0.006661,0.004722,0.0075595,0.0189425,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16633,77.07093,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9444_Shoving.jpg
2+680,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.054917,0.134828,0.130859,0.320604,Good,1,0,0,0.001328,0.001331,0.0042864,0.0069454,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16624,77.07092,
2+690,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.064502,0.130132,0.132602,0.327236,Good,1,0,0,0.002499,0.00223,0.0053307,0.0100597,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16615,77.0709,
2+700,0,0,0,0,N/A,0,0,0,0.166175,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.112321,0.135058,0.071859,0.319238,Good,1,0,0,0.001477,0.002958,0.0072499,0.0116849,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16606,77.07089,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9518_Potholes.jpg
2+710,0.19125,0,0,0.19125,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0.13834,Good,1,0,0,0.123359,0.132462,0.089375,0.345196,Good,1,0,0,0.005813,0.003256,0.008179,0.017248,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16597,77.07088,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9532_Alligator_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9535_Patch_work.jpg
2+720,0,0,0,0,N/A,0,0,0,0.099803,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.121867,0.136686,0.115551,0.374104,Good,1,0,0,0.005021,0.005788,0.0097683,0.0205773,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16588,77.07087,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9552_Potholes.jpg
2+730,0.515655,0,0,0.515655,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.124314,0.136448,0.08557,0.346332,Good,1,0,0,0.00312,0.005183,0.0083155,0.0166185,Good,1,0,0,0.476772,Good,1,0,0,0,N/A,0,0,0,28.16579,77.07086,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9562_Alligator_crack.jpg
2+740,0.153104,0,0,0.153104,Good,1,0,0,0.039462,Good,1,0,0,0,0,N/A,0.297524,Good,1,0,0,0.106876,0.140608,0.119762,0.367246,Good,1,0,0,0.00383,0.004864,0.0079847,0.0166787,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1657,77.07085,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9590_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9595_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9596_Alligator_crack.jpg
2+750,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.125504,0.134374,0.110498,0.370376,Good,1,0,0,0.005306,0.004275,0.0066678,0.0162488,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16561,77.07084,
2+760,0.527229,0,0,0.527229,Good,1,0,0,0.090545,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.098593,0.118615,0.10795,0.325158,Good,1,0,0,0.008603,0.006398,0.0075701,0.0225711,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16552,77.07083,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9625_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9635_Alligator_crack.jpg
2+770,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.062441,0.109743,0.069766,0.24195,Good,1,0,0,0.004017,0.002535,0.0068376,0.0133896,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16543,77.07082,
2+780,0,0,0,0,N/A,0,0,0,0.056234,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.114939,0.119508,0.112325,0.346772,Good,1,0,0,0.001915,0.002653,0.0076971,0.0122651,Good,1,0,0,0.571202,Good,1,0,0,0,N/A,0,0,0,28.16535,77.0708,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9661_Potholes.jpg
2+790,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.797647,Good,1,0,0,0.100298,0.137131,0.123397,0.360826,Good,1,0,0,0.007654,0.004587,0.007414,0.019655,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16526,77.07079,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9681_Patch_work.jpg
2+800,0,0,0,0,N/A,0,0,0,0.090354,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.088599,0.119883,0.108711,0.317193,Good,1,0,0,0.003566,0.003257,0.0071087,0.0139317,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16517,77.07078,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9700_Potholes.jpg
2+810,0,0,0,0,N/A,0,0,0,0.147947,Fair,0,1,0,0,0.753831,Good,0.129284,Good,1,0,0,0.075349,0.119934,0.107385,0.302668,Good,1,0,0,0.00384,0.005333,0.0072522,0.0164252,Good,1,0,0,0.138307,Good,1,0,0,0,N/A,0,0,0,28.16508,77.07077,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9726_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9730_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9735_Patch_work.jpg
2+820,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.104041,0.127843,0.11912,0.351004,Good,1,0,0,0.005621,0.004458,0.0081734,0.0182524,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16499,77.07076,
2+830,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,3.52576,Good,0,N/A,0,0,0,0.123858,0.136137,0.091041,0.351036,Good,1,0,0,0.005051,0.004157,0.0066899,0.0158979,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1649,77.07075,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9778_Shoving.jpg
2+840,0.209208,0,0,0.209208,Good,1,0,0,0.128443,Fair,0,1,0,0,0,N/A,1.225658,Fair,0,1,0,0.136679,0.13968,0.112328,0.388687,Good,1,0,0,0.004748,0.003114,0.006982,0.014844,Good,1,0,0,0.273058,Good,1,0,0,0,N/A,0,0,0,28.16481,77.07074,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9781_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9783_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9797_Alligator_crack.jpg
2+850,0,0.029792,0,0.029792,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.099822,0.142307,0.089718,0.331847,Good,1,0,0,0.003255,0.005602,0.0078399,0.0166969,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16472,77.07073,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9815_Longitudinal_crack.jpg
2+860,0,0,0.02769,0.02769,Good,1,0,0,0.264588,Fair,0,1,0,0,4.413222,Good,0,N/A,0,0,0,0.068934,0.136186,0.088377,0.293497,Good,1,0,0,0.007865,0.004769,0.0069797,0.0196137,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16463,77.07072,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9825_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9833_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9835_Transverse_crack.jpg
2+870,0,0,0,0,N/A,0,0,0,0.136017,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.107074,0.133879,0.070037,0.31099,Good,1,0,0,0.003547,0.004285,0.0062273,0.0140593,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16454,77.07071,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9858_Potholes.jpg
2+880,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.124942,Good,1,0,0,0.097189,0.122974,0.04007,0.260233,Good,1,0,0,0.00411,0.00342,0.0051778,0.0127078,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16445,77.0707,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9862_Patch_work.jpg
2+890,0,0,0,0,N/A,0,0,0,0.024535,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.09478,0.142629,0.067435,0.304844,Good,1,0,0,0.002378,0.003714,0.0069719,0.0130639,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16436,77.07069,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9889_Potholes.jpg
2+900,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.113031,0.11777,0.063025,0.293826,Good,1,0,0,0.002972,0.002077,0.0060948,0.0111438,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16427,77.07068,
2+910,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.0812,0.135998,0.100379,0.317577,Good,1,0,0,0.000592,0.001922,0.0045869,0.0071009,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16418,77.07067,
2+920,0,0,0,0,N/A,0,0,0,0.080032,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.075933,0.132349,0.117295,0.325577,Good,1,0,0,0.004599,0.004455,0.0059356,0.0149896,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16409,77.07066,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9945_Potholes.jpg
2+930,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.090278,0.141526,0.123222,0.355026,Good,1,0,0,0.00236,0.002666,0.0056326,0.0106586,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.164,77.07065,
2+940,0,0,0,0,N/A,0,0,0,0.023517,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.107968,0.138427,0.120962,0.367357,Good,1,0,0,0.001346,0.002674,0.0059182,0.0099382,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16391,77.07064,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_9988_Potholes.jpg
2+950,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.110467,0.128198,0.116783,0.355448,Good,1,0,0,0.002941,0.002657,0.0057765,0.0113745,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16382,77.07063,
2+960,0.308139,0,0,0.308139,Good,1,0,0,0.029628,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.11957,0.13265,0.118061,0.370281,Good,1,0,0,0.004884,0.003859,0.0077315,0.0164745,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16373,77.07062,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_10038_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_10042_Alligator_crack.jpg
2+970,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.127979,0.133119,0.096575,0.357673,Good,1,0,0,0.006055,0.003979,0.0066258,0.0166598,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.16364,77.07061,
