Chainage,Alligator crack(%),Longitudinal crack(%),Transverse crack(%),Cracking(%),Cracking severity,Good,Fair,Poor,Potholes(%),Potholes severity,Good,Fair,Poor,Rutting(%),Shoving(%),Shoving severity,Patch work(%),Patch work severity,Good,Fair,Poor,%High Severity Bleeding,%Mid Severity Bleeding,%Low Severity Bleeding,Bleeding(%),Bleeding severity,Good,Fair,Poor,%High severity Raveling,%Medium severity Raveling,%Low severity Raveling,Raveling(%),Raveling severity,Good,Fair,Poor,Depression(%),Depression severity,Good,Fair,Poor,Edge crack(%),Edge crack severity,Good,Fair,Poor,Latitude,Longitude,Image Path
4+990,0,0,0,0,N/A,0,0,0,0.384417,Fair,0,1,0,0,0,N/A,0.049443,Good,1,0,0,0.097914,0.115483,0.051996,0.265393,Good,1,0,0,0.006498,0.006222,0.0131796,0.0258996,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14549,77.0689,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14057_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14071_Patch_work.jpg
5+000,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.070003,0.116771,0.039362,0.226136,Good,1,0,0,0.009969,0.008318,0.0097901,0.0280771,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1454,77.06889,
5+010,0,0,0,0,N/A,0,0,0,0.115821,Fair,0,1,0,0,0,N/A,0.316966,Good,1,0,0,0.092406,0.133563,0.071906,0.297875,Good,1,0,0,0.009031,0.005786,0.0086023,0.0234193,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1453,77.06888,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14095_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14101_Patch_work.jpg
5+020,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,1.815886,Good,0,N/A,0,0,0,0.103432,0.121864,0.048358,0.273654,Good,1,0,0,0.009466,0.005322,0.0093323,0.0241203,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14522,77.06887,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14121_Shoving.jpg
5+030,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.094604,0.109625,0.046187,0.250416,Good,1,0,0,0.002516,0.004142,0.0068001,0.0134581,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14512,77.06885,
5+040,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.075505,0.120765,0.05621,0.25248,Good,1,0,0,0.002361,0.002824,0.0050356,0.0102206,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14503,77.06884,
5+050,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.071101,0.123962,0.061176,0.256239,Good,1,0,0,0.001631,0.002371,0.0053356,0.0093376,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14495,77.06883,
5+060,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,1.33383,Good,0,N/A,0,0,0,0.110805,0.128895,0.055649,0.295349,Good,1,0,0,0.001035,0.002083,0.0045917,0.0077097,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14486,77.06882,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14198_Shoving.jpg
5+070,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.115998,0.107594,0.049048,0.27264,Good,1,0,0,0.001792,0.002827,0.005361,0.00998,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14477,77.06881,
5+080,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.113577,0.135316,0.086506,0.335399,Good,1,0,0,0.003119,0.004576,0.0051661,0.0128611,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14468,77.0688,
5+090,0,0,0,0,N/A,0,0,0,0.014661,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.117228,0.11777,0.035381,0.270379,Good,1,0,0,0.003822,0.003708,0.0062022,0.0137322,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14459,77.06879,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14263_Potholes.jpg
5+100,0,0,0,0,N/A,0,0,0,0.055593,Good,1,0,0,0,0,N/A,0.438163,Good,1,0,0,0.078313,0.126271,0.097704,0.302288,Good,1,0,0,0.004305,0.005074,0.0079114,0.0172904,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1445,77.06878,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14291_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14296_Potholes.jpg
5+110,1.151318,0,0,1.151318,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.112009,0.131165,0.026156,0.26933,Good,1,0,0,0.006863,0.006419,0.0083256,0.0216076,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14441,77.06877,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14310_Alligator_crack.jpg
5+120,0,0,0,0,N/A,0,0,0,0.094095,Good,1,0,0,0,3.2334,Good,0,N/A,0,0,0,0.068078,0.142302,0.05829,0.26867,Good,1,0,0,0.008297,0.005933,0.0085967,0.0228267,Good,1,0,0,0.093068,Good,1,0,0,0,N/A,0,0,0,28.14432,77.06875,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14328_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14337_Shoving.jpg
5+130,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,1.252889,Fair,0,1,0,0.064604,0.144587,0.115278,0.324469,Good,1,0,0,0.007262,0.008283,0.0094546,0.0249996,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14423,77.06874,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14346_Patch_work.jpg
5+140,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,3.783881,Good,0,N/A,0,0,0,0.074164,0.146439,0.139227,0.35983,Good,1,0,0,0.018733,0.010702,0.0164966,0.0459316,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14414,77.06873,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14376_Shoving.jpg
5+150,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.082407,Good,1,0,0,0.057281,0.150136,0.140811,0.348228,Good,1,0,0,0.019398,0.012261,0.015954,0.047613,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14405,77.06871,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14393_Patch_work.jpg
5+160,0,0,0,0,N/A,0,0,0,0.244693,Fair,0,1,0,0,2.758771,Good,0,N/A,0,0,0,0.094142,0.152225,0.098749,0.345116,Good,1,0,0,0.019081,0.014073,0.0124439,0.0455979,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14396,77.0687,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14412_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14420_Shoving.jpg
5+170,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,2.358726,Fair,0,1,0,0.081645,0.155566,0.153464,0.390675,Good,1,0,0,0.024637,0.018362,0.0202749,0.0632739,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14387,77.06869,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14426_Patch_work.jpg
5+180,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,4.856338,Good,0,N/A,0,0,0,0.076341,0.151815,0.145746,0.373902,Good,1,0,0,0.024257,0.014795,0.0168737,0.0559257,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14378,77.06868,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14451_Shoving.jpg
5+190,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,2.275855,Good,1.107275,Fair,0,1,0,0.054319,0.154032,0.152977,0.361328,Good,1,0,0,0.022631,0.014631,0.0158107,0.0530727,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14369,77.06867,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14477_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14482_Shoving.jpg
5+200,0.539357,0,0,0.539357,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.038157,0.151508,0.136065,0.32573,Good,1,0,0,0.027939,0.012282,0.0158262,0.0560472,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1436,77.06866,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14490_Alligator_crack.jpg
5+210,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0.596678,Good,0.150161,Good,1,0,0,0.100761,0.158543,0.13901,0.398314,Good,1,0,0,0.01879,0.010926,0.0133206,0.0430366,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14351,77.06865,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14510_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14517_Shoving.jpg
5+220,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.127846,0.154551,0.140394,0.422791,Good,1,0,0,0.022967,0.012973,0.0165037,0.0524437,Good,1,0,0,0.432573,Good,1,0,0,0,N/A,0,0,0,28.14342,77.06863,
5+230,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,2.992211,Good,0,N/A,0,0,0,0.131864,0.151605,0.130714,0.414183,Good,1,0,0,0.017508,0.012889,0.0144983,0.0448953,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14333,77.06862,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14554_Shoving.jpg
5+240,0,0,0,0,N/A,0,0,0,0.221275,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.120926,0.145382,0.123768,0.390076,Good,1,0,0,0.01499,0.010077,0.0167564,0.0418234,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14324,77.06862,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14579_Potholes.jpg
5+250,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,3.894626,Good,1.378094,Fair,0,1,0,0.145763,0.142539,0.113528,0.40183,Good,1,0,0,0.016261,0.010926,0.013147,0.040334,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14315,77.06861,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14604_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14613_Patch_work.jpg
5+260,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.129317,0.126611,0.066023,0.321951,Good,1,0,0,0.013435,0.008437,0.0112488,0.0331208,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14306,77.0686,
5+270,0.61725,0,0,0.61725,Good,1,0,0,0.04484,Good,1,0,0,0,4.191381,Good,0,N/A,0,0,0,0.119422,0.129881,0.100086,0.349389,Good,1,0,0,0.009303,0.010474,0.0129859,0.0327629,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14297,77.06859,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14648_Alligator_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14649_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14652_Shoving.jpg
5+280,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,1.345826,Fair,0,1,0,0.12678,0.143535,0.074163,0.344478,Good,1,0,0,0.005604,0.008288,0.0102011,0.0240931,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14288,77.06858,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14667_Patch_work.jpg
5+290,0,0,0,0,N/A,0,0,0,0.125949,Fair,0,1,0,0,0,N/A,0,N/A,0,0,0,0.107406,0.13469,0.039614,0.28171,Good,1,0,0,0.010187,0.00915,0.0115021,0.0308391,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14279,77.06857,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14697_Potholes.jpg
5+300,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,1.750652,Fair,0,1,0,0.138915,0.125515,0.026263,0.290693,Good,1,0,0,0.008263,0.007981,0.0119508,0.0281948,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1427,77.06856,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14721_Patch_work.jpg
5+310,0.413652,0,0,0.413652,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.128498,0.121995,0.018867,0.26936,Good,1,0,0,0.011396,0.009138,0.0124018,0.0329358,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14261,77.06855,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14732_Alligator_crack.jpg
5+320,0.293248,0,0,0.293248,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0.207115,Good,1,0,0,0.123738,0.094129,0.058511,0.276378,Good,1,0,0,0.007263,0.006796,0.0114115,0.0254705,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14252,77.06854,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14763_Alligator_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14764_Patch_work.jpg
5+330,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,3.474408,Good,0,N/A,0,0,0,0.151346,0.112879,0.113562,0.377787,Good,1,0,0,0.005783,0.007102,0.0114244,0.0243094,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14244,77.06853,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14772_Shoving.jpg
5+340,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,1.295953,Fair,0,1,0,0.133275,0.141139,0.135234,0.409648,Good,1,0,0,0.004153,0.006532,0.0089078,0.0195928,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14235,77.06852,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14800_Patch_work.jpg
5+350,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.052358,Good,1,0,0,0.142096,0.136283,0.100667,0.379046,Good,1,0,0,0.003988,0.003389,0.0092957,0.0166727,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14226,77.06851,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14831_Patch_work.jpg
5+360,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,8.588095,Fair,0,N/A,0,0,0,0.139982,0.142405,0.114608,0.396995,Good,1,0,0,0.00803,0.007254,0.0129252,0.0282092,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14217,77.0685,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14848_Shoving.jpg
5+370,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.148213,0.096369,0.090706,0.335288,Good,1,0,0,0.001933,0.004313,0.007877,0.014123,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14208,77.06849,
5+380,0.302303,0,0,0.302303,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0.015343,Good,1,0,0,0.157961,0.096779,0.013869,0.268609,Good,1,0,0,0.001338,0.009222,0.0086083,0.0191683,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14199,77.06848,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14881_Alligator_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14892_Patch_work.jpg
5+390,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.150336,0.111002,0.027998,0.289336,Good,1,0,0,0.014966,0.004433,0.0094977,0.0288967,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14189,77.06846,
5+400,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.190352,Good,1,0,0,0.149127,0.125117,0.053658,0.327902,Good,1,0,0,0.016726,0.004425,0.0069496,0.0281006,Good,1,0,0,0.107185,Good,1,0,0,0,N/A,0,0,0,28.1418,77.06845,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14934_Patch_work.jpg
5+410,0.528031,0,0,0.528031,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.13848,0.099987,0.058256,0.296723,Good,1,0,0,0.015317,0.007888,0.0095132,0.0327182,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14172,77.06844,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_14961_Alligator_crack.jpg
5+420,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.144401,0.119238,0.014633,0.278272,Good,1,0,0,0.009226,0.005673,0.0074347,0.0223337,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14163,77.06843,
5+430,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.154843,0.141411,0.004763,0.301017,Good,1,0,0,0.011468,0.005379,0.0084996,0.0253466,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14154,77.06841,
5+440,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.161916,0.133133,0.002251,0.2973,Good,1,0,0,0.005795,0.005932,0.0078668,0.0195938,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14145,77.0684,
5+450,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.133855,0.121367,0.003222,0.258444,Good,1,0,0,0.009775,0.003545,0.0099199,0.0232399,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14136,77.06839,
5+460,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.149098,0.104572,0.000746,0.254416,Good,1,0,0,0.00432,0.004894,0.009347,0.018561,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14127,77.06837,
5+470,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.151736,0.104375,0.105225,0.361336,Good,1,0,0,0.003706,0.003413,0.0074185,0.0145375,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14118,77.06836,
5+480,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,2.911353,Good,0.495312,Good,1,0,0,0.149873,0.110069,0.109238,0.36918,Good,1,0,0,0.002352,0.003998,0.0093138,0.0156638,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14109,77.06834,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15110_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15128_Patch_work.jpg
5+490,0,0,0,0,N/A,0,0,0,0.087282,Good,1,0,0,0,0,N/A,0,N/A,0,0,0,0.166567,0.148772,0.057616,0.372955,Good,1,0,0,0.003124,0.004001,0.009646,0.016771,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.141,77.06832,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15135_Potholes.jpg
5+500,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.149033,0.116634,0.062938,0.328605,Good,1,0,0,0.003831,0.003265,0.0074227,0.0145187,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14091,77.0683,
5+510,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,1.745105,Fair,0,1,0,0.125871,0.102075,0.054027,0.281973,Good,1,0,0,0.009385,0.005807,0.0096626,0.0248546,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14082,77.06829,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15178_Patch_work.jpg
5+520,0,0,0,0,N/A,0,0,0,0.633899,Fair,0,1,0,0,1.524912,Good,0,N/A,0,0,0,0.137032,0.153565,0.142292,0.432889,Good,1,0,0,0.007238,0.007267,0.0093062,0.0238112,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14074,77.06827,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15209_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15212_Shoving.jpg
5+530,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.158122,0.133519,0.065458,0.357099,Good,1,0,0,0.000441,0.005479,0.0087363,0.0146563,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14065,77.06825,
5+540,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,1.008787,Good,0,N/A,0,0,0,0.159221,0.120907,0.053237,0.333365,Good,1,0,0,0.004457,0.002665,0.0081449,0.0152669,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14056,77.06823,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15261_Shoving.jpg
5+550,0.186231,0,0,0.186231,Good,1,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.15777,0.142069,0.081746,0.381585,Good,1,0,0,0.005785,0.004124,0.0090177,0.0189267,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14047,77.06821,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15291_Alligator_crack.jpg
5+560,0,0,0,0,N/A,0,0,0,0.026157,Good,1,0,0,0,2.683011,Good,0.65231,Good,1,0,0,0.163841,0.118367,0.049708,0.331916,Good,1,0,0,0.004739,0.005512,0.0093659,0.0196169,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14038,77.06819,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15296_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15306_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15311_Patch_work.jpg
5+570,0.814865,0,0,0.814865,Good,1,0,0,0.019082,Good,1,0,0,0,0.43011,Good,0,N/A,0,0,0,0.166709,0.12535,0.096301,0.38836,Good,1,0,0,0.006067,0.003864,0.0090643,0.0189953,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14029,77.06817,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15322_Alligator_crack.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15331_Potholes.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15339_Shoving.jpg
5+580,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,3.907443,Fair,0,1,0,0.158072,0.158746,0.143487,0.460305,Good,1,0,0,0.006842,0.006097,0.0111646,0.0241036,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.1402,77.06815,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15344_Patch_work.jpg
5+590,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0.388511,Good,1,0,0,0.154481,0.159183,0.111039,0.424703,Good,1,0,0,0.013292,0.008833,0.0110586,0.0331836,Good,1,0,0,0.434185,Good,1,0,0,0,N/A,0,0,0,28.14011,77.06814,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15376_Patch_work.jpg
5+600,0,0,0,0,N/A,0,0,0,0.043895,Good,1,0,0,0,9.323212,Fair,0,N/A,0,0,0,0.172608,0.125134,0.102775,0.400517,Good,1,0,0,0.009927,0.008286,0.0121339,0.0303469,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.14003,77.06812,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15388_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15393_Potholes.jpg
5+610,0,0,0,0,N/A,0,0,0,0.120118,Fair,0,1,0,0,5.197811,Fair,0.009201,Good,1,0,0,0.162919,0.124457,0.142989,0.430365,Good,1,0,0,0.012971,0.009615,0.0135914,0.0361774,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.13994,77.06811,/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15420_Shoving.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15421_Patch_work.jpg;/content/drive/MyDrive/Projects/Delhi-NCR results/New results/S-E/Output_Image_Folder/Frame_15424_Potholes.jpg
5+620,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,0.147074,0.161023,0.133246,0.441343,Good,1,0,0,0.015525,0.010475,0.0128351,0.0388351,Good,1,0,0,0,N/A,0,0,0,0,N/A,0,0,0,28.13985,77.06809,
